provider_id,given_name,family_name,npi_number,primary_taxonomy,practice_name,address_street,address_city,address_state,address_zip,place_id,phone_primary,phone_alt,email,license_number,license_state,license_status,last_validated_at,validated_by,overall_confidence,created_at,updated_at
645cae78-83d5-43e5-bccd-d1fe56170d7e,James,Allen,5314591121,208800000X,Allen Urology,9015 Oak Ave,Anytown,AL,49737,ChIJ90554264907426103853,692-605-5817,,james.allen@outlook.com,C178761,AL,active,2025-07-16 04:48:28,validation_agent_004,0.87,2025-09-25 04:48:28,2025-09-25 04:48:28
fea1e07e-6ca7-44a9-a79b-a31402bf2355,Andrew,Gonzalez,3010331140,208400000X,Gonzalez Radiology,6763 Broadway,Anytown,MN,94869,ChIJ82803920419874529269,555-123-456,,andrew.gonzalez@yahoo.com,C188035,MN,active,2025-07-30 04:48:28,validation_agent_003,0.62,2025-09-25 04:48:28,2025-09-25 04:48:28
02380dca-71ad-4dbb-8114-2def9d66ba82,David,Perez,7207628649,208100000X,Perez Physical Medicine & Rehabilitation,4665 Health Center Way,Anytown,WI,26095,ChIJ84582879981464513402,363-458-4804,,invalid-email,C328479,WI,active,2025-09-12 04:48:28,validation_agent_009,0.59,2025-09-25 04:48:28,2025-09-25 04:48:28
880c2f05-67c8-4564-9ee3-bf576509f6b8,Michelle,Moore,2011945245,207T00000X,Moore Orthopedic Surgery,3171 Medical Center Dr,Anytown,HI,41974,ChIJ89280850374878081059,536-611-2509,,michelle.moore@outlook.com,B973233,HI,expired,2025-08-14 04:48:28,validation_agent_007,0.46,2025-09-25 04:48:28,2025-09-25 04:48:28
8b357649-3b02-4a2d-87b6-4d74dc679b76,Anthony,Lopez,123456789,208200000X,Lopez Plastic Surgery,2033 Second Ave,Anytown,WI,46760,ChIJ87394899227160121970,474-637-1090,328-248-3029,anthony.lopez@yahoo.com,B232866,WI,active,2025-08-14 04:48:28,validation_agent_002,0.24,2025-09-25 04:48:28,2025-09-25 04:48:28
8f2ddba6-0ac5-4b05-9e55-a89488f4097f,Barbara,Sanchez,3537991401,208800000X,Sanchez Urology,6312 Oak Ave (MOVED),Anytown,AR,60181,ChIJ75531346327954459599,951-565-6720,,barbara.sanchez@yahoo.com,B832969,AR,active,2025-05-12 04:48:28,validation_agent_002,0.61,2025-09-25 04:48:28,2025-09-25 04:48:28
13570e82-919d-40c2-9546-f78aac9562a3,William,Hernandez,3791204363,208100000X,Hernandez Physical Medicine & Rehabilitation,4101 Medical Plaza,Tallahassee,FL,77183,ChIJ72528541719434569419,414-901-4987,903-704-4367,william.hernandez@outlook.com,,FL,,2025-03-20 04:48:28,validation_agent_007,0.47,2025-09-25 04:48:28,2025-09-25 04:48:28
119072b8-0b0a-418f-add1-e6ae767bb2a0,Jennifer,Lee,DUPLICATE_17,208500000X,Lee Surgery,7460 Park Ave,Anytown,SC,94731,ChIJ90312984618330797577,482-269-4928,256-452-2672,jennifer.lee@outlook.com,C750025,SC,active,2024-11-05 04:48:28,validation_agent_002,0.24,2025-09-25 04:48:28,2025-09-25 04:48:28
a4268c95-231a-4131-9752-c16a022b6afe,James,Lee,7724676207,207Q00000X,Lee Family Medicine,6173 Broadway,Anytown,WA,25205,ChIJ15340193847159250825,773-217-7949,,james.lee@outlook.com,A259492,WA,suspended,2025-06-20 04:48:28,validation_agent_002,0.35,2025-09-25 04:48:28,2025-09-25 04:48:28
195bae31-980c-4f9f-a3b8-08d9578e0b7b,Elizabeth,Rodriguez,8603769870,208200000X,Rodriguez Plastic Surgery,9129 Second Ave,Anytown,NE,39487,ChIJ26378272209372928647,940-561-2461,,invalid-email,A626968,NE,suspended,2025-07-15 04:48:28,validation_agent_001,0.24,2025-09-25 04:48:28,2025-09-25 04:48:28
c6a4a62a-c347-491e-86ac-0e3451c0794c,Paul,Brown,9977973487,207V00000X,Brown Obstetrics & Gynecology,9390 Health Center Way,Anytown,SC,18711,ChIJ12313235715514788389,983-367-6373,,paul.brown@outlook.com,C701698,SC,active,2025-03-04 04:48:28,validation_agent_002,0.99,2025-09-25 04:48:28,2025-09-25 04:48:28
419af9cd-e467-44ac-9311-423d536ae69f,Steven,Young,0187127441,208800000X,Young Urology,9665 Elm St,Anytown,CT,83287,ChIJ90395632350717725456,555-1234-567,,steven.young@outlook.com,B741118,CT,active,2025-06-09 04:48:28,validation_agent_001,0.6,2025-09-25 04:48:28,2025-09-25 04:48:28
165b84f6-fb3c-49bd-8ccc-cc50e5a1b1b1,Sarah,Nguyen,2420929998,207R00000X,Nguyen Internal Medicine,1975 First St,Anytown,AK,57485,ChIJ25902218601490851690,774-477-4453,,test domain@domain.com,A504495,AK,active,2025-03-29 04:48:28,validation_agent_005,0.66,2025-09-25 04:48:28,2025-09-25 04:48:28
b7b8da4c-4871-4c9c-8b4a-a59378be5b13,Dr. David,Torres,4403815677,207T00000X,Torres Orthopedic Surgery,1481 Health Center Way,Anytown,HI,83932,ChIJ94420905039619634732,382-977-8610,,dr.david.torres@gmail.com,A959307,HI,expired,2025-01-03 04:48:28,validation_agent_006,0.55,2025-09-25 04:48:28,2025-09-25 04:48:28
ba33d732-47f3-4146-b91e-0ece9ec3fd1b,Donald,Smith,9999999999,208000000X,Smith Pediatrics,8929 Professional Pkwy,Anytown,MD,71840,ChIJ13094166422900053716,656-653-4851,,donald.smith@outlook.com,C967969,MD,active,2025-03-22 04:48:28,validation_agent_009,0.25,2025-09-25 04:48:28,2025-09-25 04:48:28
09df0698-59f3-462c-a35f-a16ecd5578a5,Daniel,Jones,6916828109,207W00000X,Jones Ophthalmology,4475 First St (MOVED),Anytown,NE,10835,ChIJ43945844201309721841,994-849-1365,,daniel.jones@yahoo.com,A980148,NE,active,2024-11-01 04:48:28,validation_agent_010,0.47,2025-09-25 04:48:28,2025-09-25 04:48:28
90fd66ca-21df-4d54-ba5f-6c587ebe7bf1,Matthew,Sanchez,9148699273,207Q00000X,Sanchez Family Medicine,560 Professional Pkwy,Anytown,NH,87972,ChIJ74528671067048642258,612-356-2350,682-988-9097,matthew.sanchez@outlook.com,,NH,,2025-02-16 04:48:28,validation_agent_007,0.41,2025-09-25 04:48:28,2025-09-25 04:48:28
ecc0f066-1a14-4879-b3e1-a8f6e9026046,Betty,King,DUPLICATE_27,207N00000X,King Dermatology,5045 Park Ave,Anytown,AZ,79439,ChIJ23872900713750937305,618-878-8613,,betty.king@gmail.com,C841814,AZ,active,2025-04-28 04:48:28,validation_agent_003,0.23,2025-09-25 04:48:28,2025-09-25 04:48:28
9ceb5022-e33e-4514-b611-778cdeaba578,Joshua,Clark,3996639327,208300000X,Clark Psychiatry,420 Pine St,Buffalo,NY,18648,ChIJ27759466539224061113,962-878-2445,,joshua.clark@gmail.com,C925364,NY,suspended,2025-03-31 04:48:28,validation_agent_008,0.39,2025-09-25 04:48:28,2025-09-25 04:48:28
dd5677ec-87dc-4083-8fdd-a10369367348,Joseph,Garcia,6877641661,207R00000X,Garcia Internal Medicine,3274 Health Center Way,Anytown,DE,20615,ChIJ87374196267248544081,457-982-2550,,test@,C725034,DE,active,2024-11-03 04:48:28,validation_agent_001,0.54,2025-09-25 04:48:28,2025-09-25 04:48:28
f42144c5-1b46-4065-a673-6e900af1b0a3,Steven,Nguyen,9538191857,207X00000X,Nguyen Orthopedic Surgery,6297 First St,Anytown,AL,65632,ChIJ70647674920913751893,398-940-1284,,steven.nguyen@gmail.com,A754650,AL,active,2025-01-27 04:48:28,validation_agent_004,0.84,2025-09-25 04:48:28,2025-09-25 04:48:28
77ab0d11-622b-48cb-adbe-857e896b53d9,Paul,Jackson,9280189663,207W00000X,Jackson Ophthalmology,5209 Medical Plaza,Anytown,LA,83684,ChIJ49879022613696731596,123-456-7890,686-499-1234,paul.jackson@yahoo.com,B545029,LA,active,2025-08-11 04:48:28,validation_agent_008,0.7,2025-09-25 04:48:28,2025-09-25 04:48:28
0c56dc8b-8a19-4687-87d8-d5805b8f25ed,Barbara,Ramirez,0189976154,207R00000X,Ramirez Internal Medicine,8894 Main St,Anytown,MT,74683,ChIJ64221140331390566517,815-383-7372,,test@,B202988,MT,active,2025-05-16 04:48:28,validation_agent_002,0.62,2025-09-25 04:48:28,2025-09-25 04:48:28
07b71e0d-05dc-42c2-a1d2-0b79f6c1a071,Ruth,Taylor,0778512823,207X00000X,Taylor Orthopedic Surgery,5159 Pine St,Anytown,NM,69711,ChIJ97994384803643158621,606-472-1338,,ruth.taylor@outlook.com,C720846,NM,expired,2025-01-29 04:48:28,validation_agent_002,0.46,2025-09-25 04:48:28,2025-09-25 04:48:28
b84d9d62-93f7-4677-80c5-a6a7f5900d1a,Matthew,Martinez,1111111111,208100000X,Martinez Physical Medicine & Rehabilitation,641 Main St,Rockford,IL,27134,ChIJ95580038492584082463,926-631-3252,,matthew.martinez@outlook.com,A714782,IL,active,2025-09-10 04:48:28,validation_agent_005,0.41,2025-09-25 04:48:28,2025-09-25 04:48:28
d4918837-1f76-4438-a9df-cf6c362bb854,Elizabeth,Nguyen,1987028121,208500000X,Nguyen Surgery,7848 Oak Ave (MOVED),Anytown,NE,39891,ChIJ30150857690207450529,395-383-4566,,elizabeth.nguyen@yahoo.com,B339385,NE,active,2024-10-16 04:48:28,validation_agent_003,0.44,2025-09-25 04:48:28,2025-09-25 04:48:28
db36dac7-62a1-4113-bf2b-898476c3767b,Donna,Lewis,2172357264,208500000X,Lewis Surgery,4544 Park Ave,Anytown,MD,56365,ChIJ71556351293716188990,473-699-8718,,donna.lewis@yahoo.com,,MD,,2025-05-04 04:48:28,validation_agent_005,0.44,2025-09-25 04:48:28,2025-09-25 04:48:28
9f2e04ad-d75d-4e15-8103-c9fe46f1b6d0,Nancy,Johnson,DUPLICATE_37,207K00000X,Johnson Allergy & Immunology,8927 Medical Plaza,Queens,NY,24258,ChIJ82013144474573874050,368-861-6504,,nancy.johnson@gmail.com,C954800,NY,active,2025-07-19 04:48:28,validation_agent_007,0.14,2025-09-25 04:48:28,2025-09-25 04:48:28
ceb5c685-67a4-4e66-ad5c-18b30ea8f238,Joshua,Allen,3069029839,207T00000X,Allen Orthopedic Surgery,437 First St,Anytown,DE,83097,ChIJ27703791329257423157,907-233-2682,,joshua.allen@gmail.com,C688762,DE,suspended,2024-11-06 04:48:28,validation_agent_005,0.2,2025-09-25 04:48:28,2025-09-25 04:48:28
1891c3c9-51d5-490f-9a6c-796d4c2dbb4a,Dr. Robert,Allen,3400001428,208600000X,Allen Thoracic Surgery,737 Healthcare Blvd,Lancaster,PA,17811,ChIJ95686634944768300641,761-326-4296,,test domain@domain.com,A504567,PA,expired,2025-09-06 04:48:28,validation_agent_009,0.53,2025-09-25 04:48:28,2025-09-25 04:48:28
d84a19d5-765a-4ffb-8421-8503a9d07b29,Linda,Johnson,5216682066,208200000X,Johnson Plastic Surgery,4126 Professional Pkwy,Anytown,RI,83846,ChIJ46645628302062203500,634-348-3785,,linda.johnson@yahoo.com,C973055,RI,active,2025-04-08 04:48:28,validation_agent_006,0.77,2025-09-25 04:48:28,2025-09-25 04:48:28
41d767bb-091e-439c-bf7b-145b3334bd10,Dr. Sarah,Moore,5679716751,207K00000X,Moore Allergy & Immunology,588 Medical Center Dr,Anytown,MA,68411,ChIJ56705880872219334117,555-000-0000,,dr.sarah.moore@gmail.com,A203176,MA,active,2025-04-15 04:48:28,validation_agent_006,0.63,2025-09-25 04:48:28,2025-09-25 04:48:28
eeffdf4c-8e4e-4adf-af0d-98aec74b383e,Steven,Miller,4837088881,207N00000X,Miller Dermatology,6520 Medical Plaza,Anytown,CO,71514,ChIJ56261834624299989281,667-471-7325,,test@domain,C972526,CO,active,2025-08-07 04:48:28,validation_agent_008,0.62,2025-09-25 04:48:28,2025-09-25 04:48:28
de16fa51-76ad-4e8b-9482-434cfde7edd7,Linda,Sanchez,1148958320,208200000X,Sanchez Plastic Surgery,1218 Pine St,Anytown,MN,44245,ChIJ22514431947701188256,528-349-5201,665-605-2273,linda.sanchez@outlook.com,B376627,MN,expired,2024-10-08 04:48:28,validation_agent_007,0.42,2025-09-25 04:48:28,2025-09-25 04:48:28
07572c11-3d15-4cde-9a24-3e0eddc04205,Charles,Lewis,123456789,208400000X,Lewis Radiology,1354 Medical Plaza,Dearborn,MI,37763,ChIJ17176741210026987961,790-493-6276,,charles.lewis@yahoo.com,A190519,MI,active,2025-01-02 04:48:28,validation_agent_005,0.34,2025-09-25 04:48:28,2025-09-25 04:48:28
009af19d-393a-4e6d-9db0-db55241674a6,Dr. David,Brown,0580302480,207V00000X,Brown Obstetrics & Gynecology,2869 Park Ave (MOVED),Anytown,MT,32336,ChIJ81428509997703285188,731-992-5113,682-717-2369,dr.david.brown@outlook.com,A725271,MT,active,2025-06-19 04:48:28,validation_agent_010,0.65,2025-09-25 04:48:28,2025-09-25 04:48:28
ce72c6f6-45f7-4e7a-9ce4-5d3549d25bf5,Lisa,Anderson,2412400163,207T00000X,Anderson Orthopedic Surgery,3247 First St,Anytown,ND,26301,ChIJ93223341425623525919,240-495-6653,,lisa.anderson@yahoo.com,,ND,,2025-09-16 04:48:28,validation_agent_010,0.47,2025-09-25 04:48:28,2025-09-25 04:48:28
5b856702-ec6a-417b-be8d-cf3cf7d77c95,Betty,Thomas,DUPLICATE_47,207Z00000X,Thomas Pathology,6947 Pine St,Anytown,MN,25954,ChIJ49559605136732374013,336-470-1988,730-756-7793,betty.thomas@yahoo.com,B140055,MN,active,2025-01-23 04:48:28,validation_agent_007,0.35,2025-09-25 04:48:28,2025-09-25 04:48:28
281369ce-d878-4afc-bfdf-b0a0e9a73ffb,Steven,Moore,7338235932,207N00000X,Moore Dermatology,1221 Professional Pkwy,Columbus,GA,85431,ChIJ33569647877373580996,916-271-9983,,steven.moore@yahoo.com,B344805,GA,suspended,2025-08-21 04:48:28,validation_agent_009,0.38,2025-09-25 04:48:28,2025-09-25 04:48:28
6b5b5510-90b6-495f-b539-0808f3906223,Dr. David,Smith,1888966303,207R00000X,Smith Internal Medicine,1936 Broadway,Anytown,SC,14248,ChIJ61757184351254980667,5551234567,770-640-3226,test@domain.com.,A474544,SC,active,2025-01-02 04:48:28,validation_agent_008,0.39,2025-09-25 04:48:28,2025-09-25 04:48:28
4428fa88-8ccd-490b-8e1b-998932674d49,Steven,Jackson,6414588668,207N00000X,Jackson Dermatology,4502 First St,Anytown,AL,50355,ChIJ76066726978698741819,270-617-5286,,steven.jackson@gmail.com,B688117,AL,active,2024-10-09 04:48:28,validation_agent_001,0.8,2025-09-25 04:48:28,2025-09-25 04:48:28
ec7f67f2-82b7-446e-9dd9-a6d2308f6d27,Michelle,White,7226288034,207V00000X,White Obstetrics & Gynecology,7029 Healthcare Blvd,Philadelphia,PA,52351,ChIJ93185461039912628469,5551234567,,michelle.white@outlook.com,A987058,PA,active,2025-08-10 04:48:28,validation_agent_008,0.45,2025-09-25 04:48:28,2025-09-25 04:48:28
296d8a3a-9653-42af-938e-a965c7dee58c,Thomas,Hernandez,8514705607,208800000X,Hernandez Urology,7169 Health Center Way,Augusta,GA,73133,ChIJ98000767478157057295,756-356-8746,765-421-5217,test domain@domain.com,B334608,GA,active,2024-09-28 04:48:28,validation_agent_005,0.64,2025-09-25 04:48:28,2025-09-25 04:48:28
8f9064e3-5078-46d0-9029-2ea933d8be20,Carol,Sanchez,3014295627,207V00000X,Sanchez Obstetrics & Gynecology,6227 Park Ave,Anytown,RI,57279,ChIJ98494085650198496543,860-929-7802,,carol.sanchez@gmail.com,C308194,RI,expired,2024-12-13 04:48:28,validation_agent_004,0.54,2025-09-25 04:48:28,2025-09-25 04:48:28
9c5380e1-67d3-4042-9521-6a88bd85daf7,Dr. Lisa,Rodriguez,0000000000,208000000X,Rodriguez Pediatrics,9755 Second Ave,Anytown,NJ,42194,ChIJ98661887525731368104,432-736-4744,979-491-4422,dr.lisa.rodriguez@outlook.com,C928762,NJ,active,2025-06-08 04:48:28,validation_agent_002,0.27,2025-09-25 04:48:28,2025-09-25 04:48:28
bc9f6bda-8cc6-4859-b0d7-bd0392b36bfa,Matthew,Lee,9350591069,207K00000X,Lee Allergy & Immunology,596 Medical Plaza (MOVED),Anytown,MN,28509,ChIJ16854116134033889619,899-996-5405,,matthew.lee@gmail.com,A102561,MN,active,2025-08-31 04:48:28,validation_agent_005,0.5,2025-09-25 04:48:28,2025-09-25 04:48:28
ed57464c-3934-4bf2-a7f6-a93519160df4,Mark,Jones,7678854888,208600000X,Jones Thoracic Surgery,6834 Pine St,Anytown,ND,63260,ChIJ75881775465841284754,934-351-8813,,mark.jones@outlook.com,,ND,,2025-09-18 04:48:28,validation_agent_005,0.39,2025-09-25 04:48:28,2025-09-25 04:48:28
bca7fd73-1064-42c2-9287-8ff6a82f832a,Matthew,Anderson,DUPLICATE_57,207R00000X,Anderson Internal Medicine,3151 Professional Pkwy,Anytown,OK,90352,ChIJ85966971360361045316,653-464-5391,840-342-6411,matthew.anderson@gmail.com,B937724,OK,active,2025-04-06 04:48:28,validation_agent_001,0.24,2025-09-25 04:48:28,2025-09-25 04:48:28
960ca7bc-0451-4ae5-8440-ad52c6f6df09,John,Hill,9017561319,207X00000X,Hill Orthopedic Surgery,3351 Medical Center Dr,Anytown,IN,51738,ChIJ39596167853073807353,549-592-8934,,john.hill@yahoo.com,A319060,IN,suspended,2025-01-07 04:48:28,validation_agent_009,0.43,2025-09-25 04:48:28,2025-09-25 04:48:28
0bbc7a94-c852-41b2-93cc-6309469ed581,Dr. Michael,Young,6182185221,208000000X,Young Pediatrics,5504 First St,Anytown,SC,18393,ChIJ34173160365212690968,776-779-9660,,test@domain,B208803,SC,expired,2024-12-01 04:48:28,validation_agent_001,0.51,2025-09-25 04:48:28,2025-09-25 04:48:28
e7d523e7-f1dc-4b1d-8966-a291d72e446a,William,Johnson,3245481961,208300000X,Johnson Psychiatry,5699 Oak Ave,Anytown,MS,84015,ChIJ53976759312286504544,950-399-3996,,william.johnson@yahoo.com,B199216,MS,active,2025-07-28 04:48:28,validation_agent_002,0.79,2025-09-25 04:48:28,2025-09-25 04:48:28
af3fb468-04c1-453f-bb5f-8d6543712005,Mary,Wilson,0331255653,207W00000X,Wilson Ophthalmology,9943 Professional Pkwy,Anytown,CO,40930,ChIJ71541571530131543747,555-000-0000,,mary.wilson@gmail.com,B723825,CO,active,2025-01-21 04:48:28,validation_agent_002,0.42,2025-09-25 04:48:28,2025-09-25 04:48:28
93ae8f54-4f43-4846-977d-8285f86ba580,Barbara,Thompson,8691944935,208100000X,Thompson Physical Medicine & Rehabilitation,3872 Professional Pkwy,St. Petersburg,FL,48636,ChIJ13582223349987533219,507-204-9929,,test@,C517616,FL,active,2025-06-16 04:48:28,validation_agent_005,0.62,2025-09-25 04:48:28,2025-09-25 04:48:28
02d3225d-b71c-431d-991c-ce6108f40616,Matthew,Garcia,8779332983,208800000X,Garcia Urology,6086 Professional Pkwy,Houston,TX,11623,ChIJ49114784794384141068,234-205-7251,555-686-9972,matthew.garcia@gmail.com,C992864,TX,expired,2025-04-20 04:48:28,validation_agent_004,0.34,2025-09-25 04:48:28,2025-09-25 04:48:28
ff05f94a-7270-4436-b8da-5c78bc3d052f,Dr. Lisa,Hernandez,123456789,207N00000X,Hernandez Dermatology,9814 Oak Ave,Anytown,NV,69081,ChIJ62903541732660329204,768-309-7095,646-661-1859,dr.lisa.hernandez@outlook.com,B359476,NV,active,2025-01-14 04:48:28,validation_agent_002,0.25,2025-09-25 04:48:28,2025-09-25 04:48:28
d7780992-a796-4872-8a9c-1a40d15361ed,Donald,King,5855740695,208500000X,King Surgery,3491 Park Ave (MOVED),Anytown,WI,97608,ChIJ56733806968552155393,360-729-6150,682-795-4782,donald.king@gmail.com,A446366,WI,active,2024-12-23 04:48:28,validation_agent_009,0.59,2025-09-25 04:48:28,2025-09-25 04:48:28
2cdd92c1-61ce-443b-a547-add75cfe1090,Jessica,Ramirez,0751281829,208600000X,Ramirez Thoracic Surgery,8986 Professional Pkwy,Anytown,HI,61927,ChIJ73749458634674726889,519-462-5862,928-475-9823,jessica.ramirez@gmail.com,,HI,,2025-09-23 04:48:28,validation_agent_004,0.58,2025-09-25 04:48:28,2025-09-25 04:48:28
26325293-f259-4027-84ed-6214b98502be,Ruth,Thompson,DUPLICATE_67,208000000X,Thompson Pediatrics,1431 Pine St,Anytown,ID,66973,ChIJ80190393736677758584,595-364-2937,750-768-7142,ruth.thompson@gmail.com,C761219,ID,active,2025-09-16 04:48:28,validation_agent_002,0.16,2025-09-25 04:48:28,2025-09-25 04:48:28
f0575fad-2784-4098-9f14-0abebf25647c,David,Thomas,8203074539,208400000X,Thomas Radiology,7070 Park Ave,Anytown,MD,14508,ChIJ10147075877922684797,755-517-1138,,david.thomas@outlook.com,B552592,MD,suspended,2025-08-29 04:48:28,validation_agent_010,0.38,2025-09-25 04:48:28,2025-09-25 04:48:28
fd24534e-fe6c-40c0-b194-b2909387e8fe,Jennifer,Jones,2031988562,208100000X,Jones Physical Medicine & Rehabilitation,1387 Medical Center Dr,Anytown,TN,95110,ChIJ38966569210775011803,643-505-7048,308-634-3348,@domain.com,A401408,TN,active,2025-01-13 04:48:28,validation_agent_008,0.59,2025-09-25 04:48:28,2025-09-25 04:48:28
a09ce44f-39fa-4629-a0f7-f2d070073931,Dr. David,White,4436336659,208500000X,White Surgery,5944 Elm St,Anytown,WY,38364,ChIJ60223374859130927313,316-348-7280,,dr.david.white@gmail.com,B764363,WY,active,2025-08-18 04:48:28,validation_agent_007,0.72,2025-09-25 04:48:28,2025-09-25 04:48:28
a5f83112-d8d2-49b6-8034-a7424855f9b7,Sharon,Johnson,1952164502,208200000X,Johnson Plastic Surgery,9739 Medical Plaza,Anytown,AR,72190,ChIJ35679651221269136116,999-999-9999,,sharon.johnson@yahoo.com,B869797,AR,active,2024-10-27 04:48:28,validation_agent_002,0.49,2025-09-25 04:48:28,2025-09-25 04:48:28
447ae765-393e-4afa-ba4e-b75ad5afd0ff,Helen,White,0728916964,207W00000X,White Ophthalmology,4702 First St,Dearborn,MI,75742,ChIJ18484774909420554159,767-979-8654,,test@domain.com.,A352122,MI,active,2025-02-07 04:48:28,validation_agent_004,0.64,2025-09-25 04:48:28,2025-09-25 04:48:28
c5fa6f26-ef03-4d9b-bdd8-d1f7ecfb9af6,Richard,White,9896161383,208200000X,White Plastic Surgery,5179 Broadway,Anytown,DE,88905,ChIJ96869297063677253600,553-705-8556,,richard.white@outlook.com,A482780,DE,expired,2024-10-13 04:48:28,validation_agent_002,0.34,2025-09-25 04:48:28,2025-09-25 04:48:28
e8bf9b25-5bc9-475c-8b2f-488d227c23af,Dr. Sarah,Lee,0000000000,208100000X,Lee Physical Medicine & Rehabilitation,7330 Broadway,Tampa,FL,18325,ChIJ89219001958238520751,579-679-4409,744-352-2455,dr.sarah.lee@outlook.com,A965883,FL,active,2025-05-12 04:48:28,validation_agent_001,0.44,2025-09-25 04:48:28,2025-09-25 04:48:28
d7d16336-28aa-47bc-b263-47bf39b61816,Jessica,Hernandez,6693914537,207V00000X,Hernandez Obstetrics & Gynecology,2955 Main St (MOVED),Anytown,IN,30400,ChIJ52342425744153930437,502-323-9476,384-608-8007,jessica.hernandez@yahoo.com,B718394,IN,active,2025-06-06 04:48:28,validation_agent_001,0.62,2025-09-25 04:48:28,2025-09-25 04:48:28
0c2d6795-3cf5-4282-836e-00758c889f2c,John,Sanchez,5072666241,208600000X,Sanchez Thoracic Surgery,3862 Medical Center Dr,Anytown,RI,73938,ChIJ47695427351788674627,693-984-3403,,john.sanchez@outlook.com,,RI,,2025-09-05 04:48:28,validation_agent_010,0.44,2025-09-25 04:48:28,2025-09-25 04:48:28
9c6f1ff1-7656-4c55-a5dc-a56922dfc153,Dr. Lisa,Jones,DUPLICATE_77,208800000X,Jones Urology,9843 Main St,Anytown,OR,81108,ChIJ56200259407905385253,648-345-1870,,dr.lisa.jones@outlook.com,B895422,OR,active,2024-10-09 04:48:28,validation_agent_003,0.25,2025-09-25 04:48:28,2025-09-25 04:48:28
